Height,Age,Income,RomanticGestureScore,CompatibilityScore,CommunicationScore,DistanceKM,Response,AgeCategory
179,80,36105,2,1,4,17,0,Senior
149,52,29524,2,6,10,11,1,Middle-aged
183,84,13077,10,5,3,45,1,Senior
143,28,35080,7,9,3,64,1,Young
168,57,24745,7,5,10,52,1,Middle-aged
176,64,25124,4,2,9,30,1,Senior
140,86,15771,5,0,5,42,1,Senior
140,80,48386,7,1,10,71,1,Senior
155,33,38210,6,6,1,67,1,Young
144,35,26446,10,4,8,92,1,Young
156,32,11109,0,8,8,18,1,Young
141,70,35016,4,9,3,18,1,Senior
149,38,42894,2,8,9,58,1,Middle-aged
183,70,16509,3,6,10,20,1,Senior
200,73,47837,6,2,1,35,1,Senior
156,46,11298,3,10,4,75,1,Middle-aged
176,39,34040,10,10,6,36,1,Middle-aged
155,30,32335,0,9,8,72,1,Young
171,76,46716,10,3,5,25,1,Senior
147,44,42101,1,0,2,36,0,Middle-aged
152,61,34946,4,8,2,33,1,Senior
168,83,30139,4,5,0,8,1,Senior
151,70,34592,10,2,5,44,1,Senior
178,27,49374,7,10,8,85,1,Young
151,23,7945,10,9,8,3,1,Young
175,73,44573,9,6,5,99,1,Senior
145,56,44696,2,2,10,31,1,Middle-aged
199,87,9182,8,2,4,78,0,Senior
192,63,13480,1,5,2,94,1,Senior
149,33,23129,6,7,3,57,1,Young
175,44,10318,2,10,5,98,1,Middle-aged
166,24,49810,8,4,4,2,1,Young
177,69,30106,5,7,4,65,1,Senior
159,29,13277,10,9,8,71,1,Young
168,73,22434,9,1,6,89,1,Senior
190,31,47376,5,9,1,36,1,Young
191,47,18969,10,9,8,82,1,Middle-aged
178,48,27388,10,1,5,30,1,Middle-aged
185,52,28487,7,9,8,21,1,Middle-aged
181,54,9797,0,5,5,50,0,Middle-aged
180,34,8914,4,3,4,52,1,Young
189,52,42434,2,3,0,87,0,Middle-aged
172,38,41092,10,3,6,70,1,Middle-aged
156,27,17413,3,4,0,92,0,Young
183,20,28960,8,7,2,17,1,Young
151,59,14378,4,9,3,81,1,Middle-aged
143,38,8825,9,7,0,74,1,Middle-aged
149,88,37693,7,2,3,36,1,Senior
188,74,43779,5,6,9,17,1,Senior
154,54,44534,3,3,8,66,0,Middle-aged
145,41,20377,10,2,4,53,1,Middle-aged
146,36,37212,0,9,5,87,1,Middle-aged
147,65,42884,8,6,0,97,1,Senior
143,89,12431,2,5,0,75,1,Senior
153,80,7761,8,6,3,39,1,Senior
141,79,21472,8,7,9,81,1,Senior
196,60,12048,1,5,2,54,1,Senior
141,26,12829,8,9,10,15,1,Young
162,73,6682,5,7,8,43,1,Senior
143,71,32833,5,4,7,6,1,Senior
200,62,13368,3,4,1,21,0,Senior
160,21,44066,0,6,5,33,1,Young
181,31,10509,8,1,0,93,1,Young
187,45,42553,8,8,7,76,1,Middle-aged
169,43,46414,5,0,7,18,1,Middle-aged
190,78,49176,5,10,1,56,1,Senior
182,42,24305,1,6,3,90,0,Middle-aged
160,69,41319,4,0,6,42,1,Senior
170,75,35220,0,10,4,48,1,Senior
178,73,23145,4,5,9,73,1,Senior
158,85,33426,6,3,2,28,0,Senior
188,44,13142,10,8,8,100,1,Middle-aged
186,23,32255,10,0,1,3,1,Young
158,90,47595,8,3,0,1,1,Senior
140,57,13657,7,0,9,52,1,Middle-aged
167,25,46895,1,2,2,84,0,Young
179,22,11929,1,9,4,10,1,Young
160,84,18098,9,8,5,8,1,Senior
189,22,45645,1,5,2,21,0,Young
200,43,25851,5,1,9,70,0,Middle-aged
163,83,15421,10,0,5,15,1,Senior
177,29,20814,7,10,8,37,1,Young
151,36,12087,2,7,9,22,0,Middle-aged
164,75,43046,9,5,1,30,1,Senior
164,36,45604,10,5,3,70,1,Middle-aged
174,32,47405,10,2,7,81,1,Young
174,74,47676,1,3,8,15,1,Senior
189,20,13376,9,2,5,49,1,Young
162,47,45131,3,3,6,32,0,Middle-aged
189,86,39029,2,2,6,53,0,Senior
189,87,25951,0,3,3,72,1,Senior
182,22,28117,8,8,6,94,1,Young
163,55,14777,8,5,5,55,1,Middle-aged
160,44,26944,3,9,7,3,1,Middle-aged
193,76,14094,5,3,3,72,0,Senior
188,20,42388,6,8,6,91,1,Young
157,37,46584,0,0,10,26,1,Middle-aged
157,59,10992,3,5,0,94,1,Middle-aged
143,62,26001,4,1,5,79,0,Senior
164,52,20053,6,5,0,20,0,Middle-aged
176,69,44003,10,6,10,18,1,Senior
149,31,33977,9,0,8,27,1,Young
195,26,34790,3,3,1,20,1,Young
181,73,46710,3,8,8,27,0,Senior
156,32,33622,10,0,5,24,1,Young
147,37,41353,8,4,10,99,1,Middle-aged
167,52,12552,8,5,4,84,0,Middle-aged
173,19,30021,9,1,10,52,1,Young
191,34,33874,3,2,0,11,1,Young
153,42,20881,9,3,9,86,1,Middle-aged
158,43,26199,6,6,0,62,1,Middle-aged
144,44,19142,0,3,10,89,1,Middle-aged
197,66,45893,6,10,8,73,1,Senior
185,65,10969,0,9,8,22,1,Senior
184,32,37324,10,1,6,37,1,Young
164,34,11214,6,1,8,25,1,Young
196,33,42010,10,10,2,34,1,Young
150,36,20121,9,0,9,90,0,Middle-aged
196,22,16264,4,2,9,16,0,Young
144,59,6562,3,3,5,48,0,Middle-aged
149,74,44253,9,0,1,95,1,Senior
187,53,15353,9,9,3,14,1,Middle-aged
173,29,43992,3,3,5,48,1,Young
162,51,7284,4,1,3,16,1,Middle-aged
147,77,8666,10,6,4,53,1,Senior
158,42,20058,9,1,4,31,1,Middle-aged
200,33,36549,4,0,2,58,0,Young
178,73,23422,2,2,7,89,0,Senior
142,47,21701,10,1,5,38,1,Middle-aged
158,19,22529,9,6,3,76,1,Young
147,24,45068,2,1,1,41,0,Young
145,81,32912,6,4,6,78,1,Senior
145,30,27376,0,6,4,15,1,Young
184,29,25918,3,10,5,59,1,Young
200,54,19235,2,1,6,72,0,Middle-aged
194,52,24554,3,2,7,45,0,Middle-aged
175,36,40594,6,3,7,35,1,Middle-aged
181,49,20634,0,10,0,66,1,Middle-aged
163,43,45074,8,4,10,86,0,Middle-aged
192,72,34891,8,2,5,21,1,Senior
156,37,19798,7,6,2,58,1,Middle-aged
160,35,45381,4,9,0,86,1,Young
171,77,11197,6,2,9,4,0,Senior
174,86,49629,1,1,3,93,0,Senior
200,53,33682,6,0,10,33,1,Middle-aged
142,80,38190,7,2,1,86,1,Senior
186,41,48854,8,7,8,60,1,Middle-aged
155,58,42299,10,4,2,13,1,Middle-aged
196,73,8862,4,4,4,6,0,Senior
179,55,17194,9,1,4,24,1,Middle-aged
183,82,11525,9,4,7,91,1,Senior
143,90,26725,10,10,3,66,1,Senior
172,73,41172,10,10,9,86,1,Senior
170,61,33280,8,3,9,3,0,Senior
167,38,33083,7,7,4,46,1,Middle-aged
175,43,10896,10,4,0,3,1,Middle-aged
189,84,23929,10,3,0,15,1,Senior
170,85,18015,7,7,0,20,1,Senior
151,87,41090,6,10,5,31,1,Senior
163,27,45835,2,7,0,23,0,Young
155,39,30367,7,6,1,39,1,Middle-aged
178,52,46358,8,1,6,34,0,Middle-aged
145,75,21875,8,2,2,35,1,Senior
155,50,41817,7,9,1,60,1,Middle-aged
155,47,31256,9,10,5,46,1,Middle-aged
171,34,40470,2,2,1,63,1,Young
158,38,6619,2,7,2,94,0,Middle-aged
160,36,33890,2,6,4,15,1,Middle-aged
194,73,19736,0,5,2,16,1,Senior
196,28,34468,2,10,10,10,1,Young
182,58,24304,8,8,10,76,1,Middle-aged
146,26,32898,4,9,5,30,1,Young
186,39,23529,5,3,0,65,1,Middle-aged
178,53,14885,4,9,10,91,1,Middle-aged
172,85,19102,7,5,4,95,1,Senior
143,33,39139,8,0,7,51,0,Young
163,54,33185,3,6,9,65,1,Middle-aged
145,44,35033,4,3,2,6,1,Middle-aged
173,68,9189,2,3,2,90,1,Senior
163,47,23857,3,9,0,60,1,Middle-aged
160,36,10110,10,7,6,6,1,Middle-aged
179,77,21169,1,7,7,53,1,Senior
154,18,22424,9,9,6,49,1,Young
164,40,20218,8,7,6,39,1,Middle-aged
177,59,23168,10,10,10,31,1,Middle-aged
185,50,14208,5,5,0,74,1,Middle-aged
149,79,41945,9,6,6,88,1,Senior
150,30,27982,0,10,7,14,1,Young
162,47,18206,5,1,7,23,1,Middle-aged
161,22,27955,8,0,7,80,1,Young
144,70,26086,3,8,4,7,1,Senior
189,75,29100,9,9,9,18,1,Senior
168,65,8335,7,2,4,14,1,Senior
175,70,18844,4,10,10,40,1,Senior
194,78,25231,8,10,0,82,1,Senior
187,42,15714,2,7,8,21,1,Middle-aged
148,18,20073,6,2,5,6,1,Young
199,81,12880,1,9,1,55,1,Senior
184,18,9013,6,3,9,64,1,Young
177,42,18652,1,6,8,20,1,Middle-aged
170,75,5008,7,2,1,8,1,Senior
169,70,24077,5,7,3,13,1,Senior
173,73,15232,7,2,2,48,1,Senior
147,31,48219,5,7,8,43,1,Young
155,60,35152,1,5,10,76,0,Senior
192,46,14350,7,5,1,40,1,Middle-aged
174,45,20944,10,6,5,57,1,Middle-aged
140,52,8041,0,6,1,53,1,Middle-aged
171,85,10594,0,7,6,95,0,Senior
199,37,21755,8,2,8,68,1,Middle-aged
196,89,43807,6,8,1,25,1,Senior
196,59,32028,0,1,8,68,0,Middle-aged
169,73,21677,2,10,4,57,1,Senior
144,53,38506,3,4,5,38,1,Middle-aged
176,21,37743,9,5,10,36,1,Young
200,59,47485,10,10,2,43,1,Middle-aged
166,57,37579,8,9,6,59,1,Middle-aged
196,54,44654,9,0,0,87,1,Middle-aged
149,55,39921,8,10,0,72,1,Middle-aged
195,88,31049,5,9,4,5,1,Senior
186,58,10529,7,10,0,47,1,Middle-aged
159,24,31657,1,8,2,13,1,Young
152,18,5191,2,0,5,11,1,Young
191,66,36876,10,10,6,27,1,Senior
192,54,5347,4,4,5,10,1,Middle-aged
188,73,30238,9,2,5,88,1,Senior
198,84,41580,7,3,2,81,1,Senior
156,78,44441,0,3,8,16,0,Senior
146,38,48031,3,7,8,24,0,Middle-aged
165,89,25326,4,8,9,5,1,Senior
183,90,27525,1,2,3,60,0,Senior
163,30,5902,4,1,5,13,1,Young
183,26,21392,1,7,3,73,1,Young
156,69,7101,4,0,1,16,0,Senior
149,50,10941,2,10,4,53,1,Middle-aged
171,76,41993,5,4,2,2,1,Senior
182,86,18132,1,8,0,56,1,Senior
145,87,37342,2,5,2,42,0,Senior
143,44,32928,3,10,6,73,1,Middle-aged
156,78,22664,1,6,0,68,1,Senior
177,73,17946,7,2,8,75,1,Senior
164,24,46762,10,5,3,28,1,Young
141,82,43264,0,1,4,39,0,Senior
149,86,26621,2,4,7,50,0,Senior
155,40,20159,5,9,3,64,1,Middle-aged
191,64,32631,4,7,4,57,1,Senior
149,19,34913,8,10,9,16,1,Young
193,53,16609,10,0,3,20,1,Middle-aged
150,51,45370,1,3,9,49,1,Middle-aged
179,39,10058,7,2,4,25,1,Middle-aged
153,47,31762,3,2,1,46,0,Middle-aged
165,82,46513,1,10,1,39,1,Senior
159,86,14094,1,3,7,98,1,Senior
146,37,11486,3,3,0,84,1,Middle-aged
169,22,28304,4,4,2,90,1,Young
145,70,43041,9,8,10,50,1,Senior
199,63,12238,5,4,2,94,1,Senior
186,84,37378,0,9,8,60,1,Senior
149,46,38935,1,1,8,24,1,Middle-aged
167,64,17092,10,10,8,96,1,Senior
161,25,17343,0,5,3,69,1,Young
190,50,16756,6,6,2,72,1,Middle-aged
161,27,46663,8,8,6,34,1,Young
151,85,44155,6,6,3,54,1,Senior
193,53,43266,3,3,0,31,1,Middle-aged
179,67,12637,1,10,4,74,1,Senior
171,72,24196,5,4,9,53,1,Senior
161,36,49255,8,5,0,41,1,Middle-aged
198,52,6520,8,2,7,49,1,Middle-aged
192,74,42692,6,6,4,51,0,Senior
167,21,17704,6,9,8,14,1,Young
192,47,42710,7,8,7,94,1,Middle-aged
175,23,30932,4,9,8,63,1,Young
158,64,17529,4,6,10,96,1,Senior
196,59,38071,6,3,8,61,1,Middle-aged
191,52,25399,2,9,5,92,1,Middle-aged
152,72,47888,1,8,1,91,1,Senior
168,38,36715,10,2,10,42,0,Middle-aged
170,85,27952,2,7,5,43,1,Senior
191,77,42290,1,0,2,33,1,Senior
161,61,27996,10,1,8,96,0,Senior
199,84,42270,1,7,10,98,1,Senior
146,30,32605,7,7,2,51,1,Young
189,33,9119,10,7,3,44,1,Young
196,46,20041,7,5,6,35,1,Middle-aged
168,34,41132,5,4,3,29,1,Young
179,56,34842,9,1,10,17,1,Middle-aged
140,48,17145,8,4,0,13,1,Middle-aged
188,29,13944,5,7,2,22,1,Young
166,70,8191,5,10,7,13,1,Senior
141,33,11990,4,7,0,78,1,Young
175,29,40518,10,8,3,96,1,Young
154,23,34458,1,6,0,68,1,Young
198,42,20186,2,0,0,56,0,Middle-aged
176,56,29861,4,10,4,56,1,Middle-aged
184,55,32170,10,9,6,41,1,Middle-aged
142,25,35223,2,3,8,54,0,Young
160,83,42405,8,0,0,93,1,Senior
175,21,40525,2,4,0,68,1,Young
198,65,34261,8,4,3,6,1,Senior
175,37,14133,6,0,7,94,1,Middle-aged
167,40,44246,6,9,0,59,1,Middle-aged
192,50,10273,10,3,1,87,1,Middle-aged
159,90,32252,10,2,7,56,0,Senior
192,26,47200,9,6,5,75,1,Young
196,72,29030,10,9,7,3,1,Senior
158,77,33303,9,1,0,97,0,Senior
196,23,12772,8,4,8,69,1,Young
156,52,18506,1,4,10,89,1,Middle-aged
193,22,21961,7,4,5,11,1,Young
165,58,23575,3,10,5,83,1,Middle-aged
145,45,18571,6,6,2,82,1,Middle-aged
170,47,17842,6,4,2,5,1,Middle-aged
171,30,37906,3,9,9,89,1,Young
172,64,7317,0,7,8,25,0,Senior
175,87,28518,10,5,7,6,1,Senior
160,49,44007,8,1,7,22,0,Middle-aged
198,58,6677,0,6,6,83,0,Middle-aged
197,25,12391,5,6,3,97,0,Young
168,34,13647,8,4,4,58,1,Young
186,18,14274,1,8,6,62,1,Young
178,49,38079,9,4,2,9,0,Middle-aged
197,75,32184,7,10,10,5,1,Senior
169,24,34166,2,4,3,39,1,Young
190,57,18792,10,6,3,99,1,Middle-aged
187,53,26545,1,1,0,52,0,Middle-aged
188,38,40619,1,3,4,42,0,Middle-aged
145,36,9542,3,1,8,31,0,Middle-aged
154,33,38880,3,8,3,90,1,Young
179,67,19826,6,8,4,9,1,Senior
167,89,28785,4,3,4,46,0,Senior
173,84,42293,3,9,7,87,1,Senior
172,44,18856,1,9,10,73,1,Middle-aged
156,60,28619,4,9,5,11,1,Senior
191,36,6916,4,0,4,38,1,Middle-aged
163,63,39721,3,5,2,75,1,Senior
157,85,5955,0,4,9,26,0,Senior
188,30,10158,5,0,7,4,0,Young
177,81,21669,8,0,1,36,1,Senior
184,23,14676,0,5,9,30,0,Young
196,40,26236,5,0,0,7,1,Middle-aged
198,53,29548,5,7,5,29,1,Middle-aged
184,75,6640,6,8,5,54,1,Senior
164,56,23509,5,0,1,42,1,Middle-aged
190,87,41435,8,4,10,57,1,Senior
182,67,36191,10,7,5,41,1,Senior
160,49,13753,2,6,9,90,0,Middle-aged
169,89,18631,8,2,5,67,1,Senior
190,42,10167,10,3,0,88,1,Middle-aged
151,69,10712,5,8,4,20,1,Senior
184,54,24108,1,3,9,17,1,Middle-aged
195,38,12111,7,6,3,27,0,Middle-aged
191,54,47170,1,3,0,7,0,Middle-aged
200,31,23745,0,0,10,44,0,Young
170,37,40323,7,5,6,25,1,Middle-aged
158,82,37322,10,0,5,27,0,Senior
176,68,19189,4,5,1,19,0,Senior
145,74,10790,6,1,9,85,1,Senior
175,57,14575,9,10,9,73,1,Middle-aged
188,18,21192,5,2,5,84,1,Young
183,54,27823,4,5,4,49,0,Middle-aged
172,72,9733,2,10,6,63,1,Senior
161,22,37589,3,8,3,48,0,Young
179,78,26440,3,3,7,45,0,Senior
145,30,31003,0,7,8,62,1,Young
178,88,43170,1,8,0,25,0,Senior
153,27,40213,8,6,5,8,1,Young
150,56,37660,7,7,1,75,1,Middle-aged
149,79,48448,6,8,2,29,1,Senior
179,53,47082,1,1,4,87,1,Middle-aged
199,36,12084,0,0,2,31,0,Middle-aged
155,31,49645,1,0,9,47,0,Young
165,58,22317,10,1,1,33,1,Middle-aged
173,88,19402,9,10,7,36,1,Senior
157,78,21783,0,0,8,66,0,Senior
153,53,30905,0,0,4,15,0,Middle-aged
164,84,18692,2,8,5,31,1,Senior
194,64,23485,2,9,8,9,1,Senior
167,57,35495,10,5,0,44,1,Middle-aged
184,48,22725,5,0,1,52,0,Middle-aged
173,19,34080,10,1,9,55,1,Young
199,63,43876,2,6,5,19,0,Senior
183,61,40515,1,8,0,10,1,Senior
144,53,26683,0,10,0,93,1,Middle-aged
172,47,6404,1,10,4,27,1,Middle-aged
181,81,35296,10,7,5,29,1,Senior
153,76,31372,3,3,4,23,1,Senior
144,90,23486,4,2,3,60,0,Senior
143,61,33775,5,10,0,74,1,Senior
151,66,41584,9,9,4,57,1,Senior
145,27,43504,7,9,3,18,1,Young
159,90,47022,1,0,2,99,1,Senior
196,29,35007,5,10,7,4,1,Young
161,75,40287,5,7,2,33,1,Senior
179,56,24395,1,4,8,69,1,Middle-aged
174,67,20799,7,7,10,83,1,Senior
189,22,11627,6,2,9,55,0,Young
189,85,18348,8,9,1,94,1,Senior
164,77,47320,9,10,2,25,1,Senior
199,63,26064,1,6,0,57,1,Senior
163,82,11230,2,3,6,86,0,Senior
194,78,10689,1,4,9,63,0,Senior
157,73,40236,4,10,2,29,1,Senior
177,69,49947,4,9,3,62,1,Senior
175,70,49902,10,0,8,70,1,Senior
173,31,9822,1,9,4,47,0,Young
187,51,22048,8,2,3,34,1,Middle-aged
189,66,30892,3,6,4,69,0,Senior
180,22,35480,5,2,1,98,1,Young
165,56,9206,6,8,4,68,1,Middle-aged
193,41,11566,9,9,8,92,1,Middle-aged
193,55,11577,2,0,1,80,0,Middle-aged
148,30,36963,10,3,5,78,1,Young
161,51,31276,0,5,1,13,1,Middle-aged
154,88,7753,10,8,6,72,1,Senior
186,58,41434,3,2,2,62,1,Middle-aged
144,27,9719,6,9,7,93,1,Young
167,59,48897,9,7,5,4,1,Middle-aged
157,59,21298,5,6,5,3,1,Middle-aged
146,24,40398,8,1,1,87,1,Young
157,45,35962,4,7,8,81,1,Middle-aged
154,18,19996,8,4,7,38,1,Young
140,32,40495,7,9,9,53,1,Young
144,50,40630,7,1,6,63,1,Middle-aged
177,73,35672,5,4,5,41,0,Senior
159,36,42408,8,8,0,40,1,Middle-aged
177,57,30439,6,9,3,54,1,Middle-aged
150,36,46915,6,9,10,29,1,Middle-aged
177,54,35281,9,8,6,37,1,Middle-aged
152,86,45695,7,7,8,48,1,Senior
178,33,35336,5,1,7,40,1,Young
161,58,29847,1,4,10,100,1,Middle-aged
142,79,47272,0,10,5,61,1,Senior
179,58,6596,2,9,4,35,1,Middle-aged
149,84,18719,6,7,6,2,1,Senior
153,37,39271,6,4,0,56,1,Middle-aged
194,18,34191,8,0,9,32,1,Young
178,30,16962,9,3,10,72,1,Young
161,20,29072,4,1,1,89,1,Young
141,76,48173,3,4,8,31,0,Senior
154,32,20053,6,7,6,64,1,Young
151,68,36491,5,5,2,33,1,Senior
155,44,11723,2,2,3,100,0,Middle-aged
168,72,19956,8,6,9,51,1,Senior
148,57,27975,4,7,7,37,0,Middle-aged
146,78,29312,1,10,5,70,1,Senior
161,19,29000,8,4,3,34,1,Young
193,46,32088,2,8,1,74,1,Middle-aged
174,38,45287,9,1,10,21,1,Middle-aged
185,58,14882,7,3,4,71,1,Middle-aged
183,30,28051,0,3,0,93,1,Young
166,31,21330,1,0,10,22,1,Young
143,48,34324,10,1,1,86,0,Middle-aged
157,47,20758,4,6,2,99,1,Middle-aged
179,75,7091,0,3,8,15,0,Senior
171,51,48410,10,2,7,64,1,Middle-aged
157,36,33959,2,1,5,89,0,Middle-aged
155,70,8229,9,3,5,29,1,Senior
148,75,42514,2,8,2,66,1,Senior
185,82,34180,10,5,1,21,1,Senior
199,19,19362,4,6,2,30,0,Young
164,46,32206,1,4,9,85,0,Middle-aged
149,39,28245,0,9,0,87,1,Middle-aged
166,35,34082,9,8,2,48,1,Young
153,51,41622,1,3,7,47,0,Middle-aged
159,80,28189,0,4,4,48,0,Senior
194,90,35997,1,7,8,54,0,Senior
156,63,19899,7,10,7,55,1,Senior
185,82,30145,8,9,2,52,1,Senior
169,42,41200,2,8,5,85,1,Middle-aged
143,38,21080,10,10,10,47,1,Middle-aged
199,77,21455,9,5,7,83,1,Senior
198,31,16691,0,8,7,29,0,Young
200,81,7199,2,2,0,86,0,Senior
176,90,35326,9,5,7,26,1,Senior
181,59,39189,7,2,9,97,1,Middle-aged
184,24,38540,0,2,4,92,0,Young
142,37,18005,5,5,3,37,1,Middle-aged
184,61,10807,4,6,2,42,1,Senior
184,68,26812,5,2,2,93,1,Senior
149,86,45117,5,0,1,76,0,Senior
191,77,15888,1,8,7,74,1,Senior
144,20,47613,5,2,1,21,1,Young
155,20,30642,4,5,6,20,1,Young
154,55,21657,4,2,4,55,0,Middle-aged
184,36,26448,7,0,8,28,1,Middle-aged
164,37,6497,4,7,10,24,1,Middle-aged
177,19,20121,0,7,3,23,1,Young
185,22,25383,4,3,10,31,1,Young
154,44,9162,5,0,9,92,1,Middle-aged
157,36,39832,0,9,0,17,0,Middle-aged
140,50,30721,5,7,4,89,1,Middle-aged
158,47,14212,9,5,5,41,1,Middle-aged
166,64,19930,9,1,10,1,1,Senior
149,18,18784,5,5,5,12,1,Young
157,40,32550,5,7,9,73,0,Middle-aged
166,31,9426,10,2,6,62,1,Young
192,89,17417,5,10,4,83,1,Senior
148,65,40145,9,7,6,4,1,Senior
161,69,48064,10,4,3,15,1,Senior
193,85,43750,2,5,10,11,1,Senior
142,25,23136,10,7,8,28,1,Young
169,77,6646,8,3,5,68,1,Senior
164,31,15163,2,1,4,84,0,Young
182,75,27907,0,9,2,45,1,Senior
159,36,18117,8,10,3,78,1,Middle-aged
182,69,15367,7,8,2,20,1,Senior
182,84,7586,9,5,4,82,1,Senior
150,27,15268,2,6,2,18,1,Young
162,68,33843,8,0,10,83,0,Senior
194,46,7913,5,5,0,79,1,Middle-aged
185,23,20779,10,4,10,11,1,Young
146,88,32372,6,4,9,100,1,Senior
164,19,13476,9,1,0,12,0,Young
169,60,7239,3,0,7,52,0,Senior
164,56,13334,4,6,0,94,0,Middle-aged
153,37,25375,0,1,6,69,1,Middle-aged
157,55,11406,2,3,9,50,1,Middle-aged
148,48,7459,6,0,3,96,1,Middle-aged
153,81,30840,8,7,5,91,1,Senior
191,62,33601,1,6,3,12,1,Senior
144,61,21030,8,3,6,70,0,Senior
161,82,23895,6,2,2,12,1,Senior
173,88,42085,7,3,8,24,1,Senior
183,87,31272,1,9,1,5,1,Senior
197,41,39663,0,4,1,43,0,Middle-aged
196,46,29405,8,10,7,63,1,Middle-aged
185,35,30951,2,8,10,54,0,Young
169,81,45032,0,8,6,99,1,Senior
144,90,39434,6,4,4,46,0,Senior
163,53,28530,4,10,3,60,1,Middle-aged
152,36,49192,7,0,4,59,1,Middle-aged
155,74,42401,6,5,9,2,0,Senior
158,77,49936,8,2,9,93,1,Senior
192,22,42290,8,9,2,18,1,Young
192,36,30416,5,3,5,68,0,Middle-aged
156,24,6542,0,6,3,98,1,Young
177,68,15012,9,9,0,17,1,Senior
175,77,5997,0,7,9,18,1,Senior
190,19,9111,4,8,10,28,1,Young
196,44,44822,3,8,8,10,1,Middle-aged
194,78,18180,5,7,10,56,0,Senior
165,51,40936,1,5,8,19,1,Middle-aged
169,61,10466,3,6,8,12,0,Senior
141,57,47759,7,2,9,78,0,Middle-aged
182,44,41032,5,1,7,48,1,Middle-aged
188,77,15158,7,6,9,46,0,Senior
140,51,48905,2,4,5,53,0,Middle-aged
196,54,14703,2,0,0,29,0,Middle-aged
192,86,35020,5,1,3,5,0,Senior
142,89,11629,0,4,5,32,1,Senior
189,70,40973,10,9,0,2,1,Senior
161,78,18520,1,10,10,80,1,Senior
171,90,22734,8,3,8,71,1,Senior
183,88,13764,7,1,6,95,0,Senior
156,72,44818,6,10,6,3,1,Senior
187,82,26214,9,1,7,38,1,Senior
186,85,38939,2,5,8,59,1,Senior
197,57,28803,5,0,8,94,0,Middle-aged
169,87,5194,7,9,10,96,1,Senior
152,29,8059,4,1,7,92,0,Young
170,39,16788,9,10,6,67,1,Middle-aged
145,50,15416,1,3,7,86,1,Middle-aged
141,66,26202,8,2,10,23,1,Senior
193,52,36320,7,5,6,73,0,Middle-aged
144,52,34655,5,1,5,76,0,Middle-aged
152,27,6452,7,0,7,43,1,Young
173,48,17938,10,2,10,94,1,Middle-aged
188,25,27319,9,10,0,70,1,Young
178,27,28471,8,8,4,33,1,Young
175,72,13838,5,2,8,33,1,Senior
179,44,9306,5,7,3,17,1,Middle-aged
184,83,33614,10,3,6,46,1,Senior
175,43,46772,1,5,8,54,1,Middle-aged
150,75,43878,4,9,3,70,1,Senior
155,65,29142,8,8,4,68,1,Senior
194,85,47050,6,2,1,23,1,Senior
193,47,22006,8,9,7,95,1,Middle-aged
145,51,30977,3,2,2,100,0,Middle-aged
194,44,24483,7,7,8,57,1,Middle-aged
160,45,46257,9,2,10,99,1,Middle-aged
170,71,42952,1,9,3,37,1,Senior
195,25,38342,7,7,2,13,1,Young
151,25,25504,3,9,9,58,1,Young
159,25,12528,9,9,2,65,1,Young
176,71,9170,8,7,3,52,1,Senior
177,20,27914,1,1,7,47,0,Young
197,76,10113,6,1,9,14,0,Senior
190,23,38433,2,4,9,91,1,Young
152,64,11090,2,8,6,24,1,Senior
182,25,7879,9,4,8,68,1,Young
155,68,16868,1,7,9,81,0,Senior
144,88,28928,7,2,5,11,0,Senior
184,66,15285,2,0,5,99,1,Senior
169,79,8963,4,8,8,90,1,Senior
178,77,45881,1,7,2,98,1,Senior
180,26,6247,3,10,3,14,1,Young
149,39,10023,0,7,6,93,1,Middle-aged
163,86,23390,6,3,5,84,1,Senior
186,18,22025,7,9,7,73,1,Young
163,79,45238,5,0,7,55,0,Senior
140,19,33202,10,5,5,54,1,Young
141,34,37376,0,4,7,59,1,Young
146,25,47795,3,8,5,34,1,Young
171,18,47550,2,5,0,43,1,Young
158,31,22349,6,0,10,2,0,Young
164,36,40133,5,5,1,82,1,Middle-aged
184,59,31363,6,5,4,67,1,Middle-aged
191,69,22054,1,5,4,74,1,Senior
198,30,46458,8,5,8,23,1,Young
194,33,24183,3,7,2,72,1,Young
170,70,39787,6,5,7,70,1,Senior
189,69,28923,10,10,4,75,1,Senior
188,18,25613,8,8,2,5,1,Young
150,55,36688,3,10,2,10,1,Middle-aged
200,29,42696,5,10,7,41,1,Young
175,55,13336,1,2,6,32,1,Middle-aged
194,24,8523,1,9,7,74,0,Young
175,87,10274,1,0,0,52,0,Senior
177,45,11567,6,7,5,40,1,Middle-aged
174,69,26266,1,5,4,1,0,Senior
188,67,26299,9,4,0,56,1,Senior
189,88,8370,4,4,2,15,1,Senior
173,70,12227,5,2,3,87,0,Senior
193,62,5503,0,8,4,11,1,Senior
177,27,17888,5,1,6,51,1,Young
148,32,27620,4,0,7,49,0,Young
153,44,44367,4,9,6,89,1,Middle-aged
146,87,16283,3,8,3,31,0,Senior
161,38,38874,4,4,1,40,0,Middle-aged
170,81,24639,7,6,9,53,1,Senior
141,42,6037,5,1,3,87,0,Middle-aged
174,32,18331,8,10,3,86,1,Young
167,77,13875,7,2,6,51,1,Senior
141,71,36881,9,7,0,56,1,Senior
143,78,28325,4,7,8,75,1,Senior
144,81,47136,1,10,7,81,1,Senior
191,51,17191,5,9,2,42,1,Middle-aged
